text,label
"The Tekla Structures 16 installation has been built according to Microsoft 's requirements for the Windows 7 certification , the Company added ",neutral
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups ,neutral
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services ,positive
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 ,negative
Net sales revenue per passenger is expected to increase ,positive
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai ",positive
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said ",negative
"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients ",neutral
The joint venture is planning a quick timetable for negotiating the lease of the potential wind farm areas and for charting the feasibility of the wind farms ,neutral
These companies will be able to keep their market positions ,positive
"As the world leaders in developing UV technology for municipal wastewater , drinking water , and industrial water treatment systems , Trojan Technologies was a logical partner in providing W+�rtsil+� with UV technology for ballast water treatment ",neutral
R&D Loan ) ,neutral
Diluted earnings per share ( EPS ) stood at EUR 0.25 versus EUR 0.42 ,negative
"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries ",neutral
Korhonen was dismissed from her post of editor in chief of the group 's newspaper Lapin Kansa in December 2008 ,negative
Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier ,negative
The hack had been extra nefarious because the tweets activated without being clicked on - it was enough for Web surfers to move their mouse cursors over them ,negative
"Currently it operates a fleet of eight carriers , as well as nine pushers and barges ",neutral
"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network ",neutral
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 ,neutral
"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 ",positive
"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 ",positive
"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume ",negative
"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing ",positive
The GyPSii mobile social networking application is available in China with both Chinese and English language support ,neutral
It 's not ,neutral
Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology ,neutral
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara ",neutral
"Kiosk and cinema operations have suffered , in particular ",negative
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur ",positive
"The Estonian electronic components factory , Elcoteq , is running out of material because of the closure of air traffic ",negative
The transactions would increase earnings per share in the first quarter by some EUR0 .28 ,positive
Operating profit for 2009 lower than outlook published earlier ,negative
The total number of filling stations has been on the decrease recently ,negative
Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India ,positive
Finnish sports equipment maker Amer Sports Oyj ( HEL : AMEAS ) said today that its net loss narrowed to EUR 16.9 million ( USD 22.3 m ) in the second quarter of 2010 from EUR 23.2 million in the corresponding period a year earlier ,positive
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 ,negative
"The contract comprises a log handling line , a peeling line , and a veneer drying and grading line ",neutral
"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. ",neutral
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn ",negative
"The most popular mobile data services are email , surfing the internet , as well as news and weather services ",neutral
Performance is based on values and sustainability ,neutral
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 ,negative
Both companies ' existing investment plans will be coordinated ,neutral
Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 ,neutral
"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 ",positive
"Kemira Coatings is the leading supplier of paints in Northern and Eastern Europe , providing consumers and professionals with branded products in approx ",positive
"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 ",neutral
"The mill 's raw material need will increase by 100,000 m3 of wood ",neutral
"Commenting on the deal , Shane Lennon , SVP of Marketing & Product Development at GyPSii said : ",neutral
Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. ,neutral
"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year ",negative
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn ,positive
`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand ,neutral
"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely ",positive
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 ",positive
"Employing 112 in Finland and 280 abroad , the unit recorded first-quarter 2007 sales of 8.6 mln eur , with an operating loss of 1.6 mln eur ",negative
Sales increased due to growing market rates and increased operations ,positive
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme ",negative
"According to its notice , Skandinaviska Enskilda Banken AB publ Helsinki Branch has on 10 August 2009 divested in total 11,958,000 Alma Media shares to Ilkka-Yhtyma Oyj and Kaleva Kustannus Oy , as the conditions of the agreement made by the companies on 1 July 2009 fulfilled ",neutral
"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 ",negative
"The decision means temporary lay-offs of fixed duration at the company 's Nastola and Jyvaskyla units , in southern and central Finland , respectively ",negative
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 ,negative
A total of 140 jobs will be reduced at the Raahe Steel Works ,negative
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia ",negative
The purchase sum is about EUR 10mn US$ 12.97 mn ,neutral
"Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier ",negative
"The Division also includes joint sales , marketing and controlling functions for these units ",neutral
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 ",positive
"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier ",negative
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 ,positive
"The company estimates that the trend in demand for sports equipment will be steady in 2006 , '' Amer 's report said ",positive
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover ",negative
Asian traffic declined by 3.4 per cent ,negative
The order also includes extensive maintenance work of a shoe press delivered by Vaahto in 2001 ,neutral
"KONE , headquartered in Espoo , Finland , is one of the world 's leading elevator and escalator companies ",neutral
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 ",positive
"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier ",positive
"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros ",neutral
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn ,positive
"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel ",positive
"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories ",neutral
"Scanfil , a systems supplier and contract manufacturer to the communications sector , will start personnel negotiations in Oulu , in Finland , to lay off staff temporarily ",negative
"Tyrvaan Sanomat , published twice a week by Tyrvaan Sanomat Oy , appears in Sastamala and Kiikoinen ",neutral
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 ",negative
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs ,positive
Mr Lee said he hoped that Neste 's move will ` pave the way for more collaboration projects between our two countries ' ,positive
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspon",negative
"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout ",positive
"Thus the group 's balance sheet will have about EUR25 .8 m of goodwill , the company added ",neutral
"We are very pleased with the fine co-operation between the two countries in recent times , he said ",positive
7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology ,positive
"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland ",negative
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business ",positive
"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights ",neutral
The first group of customers to be trained will be paint-shop owners and their assistants ,neutral
Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 ,negative
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today ",negative
"Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system ",neutral
"SDM offers general rental equipment , aluminium scaffolding , power generator and hoists to customers in the construction sector ",neutral
"The tower it chose to add , due to go into operation in the summer , will increase total capacity to 80 broadsheet or 160 tabloid pages , with the ability to run 32 - and 48-page products side by side ",positive
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspon",negative
"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % ",neutral
The mill has long traditions and holds an established position in the markets ,positive
He is resting comfortably and is looking forward to getting back to work . ',neutral
Finnish laboratory liquid handling and diagnostic test systems developer Biohit Oyj OMX Helsinki : BIOBV issued on Tuesday 3 June a profit warning for the financial year 2008 ,negative
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 ,positive
"The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam ",positive
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier ",negative
"The official opening of the office , located in Prague , will be celebrated on May 20 ",neutral
"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role ",neutral
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 ",negative
"The highest growth would be in China , while weakening demand would continue in North America , UPM said ",neutral
`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . ',negative
M-real will start statutory employer-employee negotiations at the +�+�nekoski board mill that concern about 130 people ,neutral
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , expects changes in the market situation to reduce sales of Suominen 's nonwovens and wet wipes from the previously estimated volumes ",negative
Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch ,neutral
"Finnish construction machinery and equipment rental group Cramo Oyj said on March 21 , 2007 its Swedish sector subsidiary Cramo AB will sell its Dutch subsidiary Cramo Nederland B.V. ( CNL ) to Dutch rental and scaffolding company Jaston Groep B.V. for an undisclosed sum ",neutral
These share transactions are part of the company 's strategy of relinquishing assets that are not part of its core business ,neutral
"Finnish P+�yry has been awarded an engineering contract by CFR , the national railway company of Romania ",positive
Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR ,neutral
"However , Biohit estimates its total net sales will continue to grow in 2009 , and that favourable trends in net sales will lead to a profit in 2009 ",positive
Altogether Finnair has canceled over 500 flights because of the strike ,negative
"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 ",neutral
"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 ",negative
"EBIT excluding non-recurring items , totalled EUR 67.8 mn , up from EUR 38.1 mn ",positive
Finnish Bank of +�land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 ,positive
"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines ",positive
"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations ",neutral
All of Raisio 's divisions recorded an operating profit ,positive
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year ,positive
"Instead , Elcoteq has signed a non-binding Letter of Intent with another Asian strategic investor ",positive
Sales increased due to growing market rates and increased operations ,positive
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 ",negative
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 ",negative
"Ahlstrom Corporation STOCK EXCHANGE RELEASE 13.02.2008 Ahlstrom , a global leader in high performance fiber-based materials , today announced the completion of the acquisition of Friend Group Inc. , which consists of West Carrollton Parchment Company and West Carrollton Converting Company ",neutral
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters ",positive
The companies ' aim is to finalize the negotiations and sign the contracts at the start of October 2008 ,neutral
"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur ",negative
"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries ",neutral
"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations ",positive
`` NTC has a geographical presence that complements Ramirent 's existing network and brings us closer to our customers in the East Bohemia region in the CzechRepublic . ',positive
"In 2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark ",positive
The office space will rise above the remodeled Cannon Street underground station ,neutral
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million ,negative
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 ",negative
"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real ",neutral
The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management ,positive
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions ",neutral
"The acquisition does not have to be from the frozen foods or fish sector , as long as it has synergies with L+�nnen Tehtaat 's other businesses ",neutral
"A. Le Coq Special was developed for the bicentenary of the company and the trade mark , the brewer said ",neutral
The fine print is here ,neutral
"In September alone , the market declined by 10.2 percent year-on-year to 19.28 million liters ",negative
"The competition was received with great enthusiasm by the employees , he goes on ",positive
"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn ",positive
Kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on Jan. 21 and the Saltonstall state office building on Jan. 23 ,negative
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million ",positive
CEO of the company Tarmo Noop said the growth in the sale of premium beers was the biggest ,positive
No service pricing details were disclosed ,neutral
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki ,negative
"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations ",neutral
The main strength of the cooperation project lies in merging the know-how of two large companies ,positive
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson ",neutral
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year ",positive
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn ",negative
The expansion is to be finalized in the autumn of 2009 ,neutral
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 ",positive
"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 ",negative
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard ,neutral
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said ",negative
"The airline has ordered nine Airbus A350-900 aircraft with deliveries from 2011 , and in doing so becomes the lead airline for the latest variant of Rolls-Royce Trent series engines , called the 1700 ",positive
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier ,negative
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier ",positive
Mr. Koistinen joins from Nokia Siemens Networks where he has held various senior sales management and business development positions since 1997 ,neutral
"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights ",positive
The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % ,positive
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme ",negative
The financial details of the transaction were not disclosed ,neutral
The handset maker did not disclose any financial details ,neutral
Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki ,neutral
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 ",negative
Repeats sees 2008 EBITA above 18 pct of sales ,positive
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall ",negative
Ruukki Group calculates that it has lost EUR 4mn in the failed project ,negative
"Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes ",neutral
"Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators ",positive
EMSA Deputy Chairman of the Board Juri Lember told BNS on Wednesday that this was the first time he heard about the strike as the Swedish side had not informed the Estonian union yet ,negative
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln ",positive
"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover ",negative
The transaction will take place without payment of merger consideration ,neutral
"Sales in Finland decreased by 10.5 % in January , while sales outside Finland dropped by 17 % ",negative
These share transactions are part of the company 's strategy of relinquishing assets that are not part of its core business ,neutral
Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 ,neutral
"In future , the plant will focus on the production of flange profiles for wind farm towers ",neutral
Protalix is developing genetically engineered proteins from plant cells ,neutral
Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year ,negative
"ALEXANDRIA , Va. , March 20 -- Patrik Flykt and Timo Alakoski , both of Helsinki , Finland , and Tapio Suihko and Nadarajah Asokan , both of Espoo , Finland , have developed a method of mobility support of Internet-type protocol traffic in a communication system ",neutral
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 ",positive
Finnish M-real 's Kyro mill is starting negotiations to cut staff ,negative
"For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland ",neutral
"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level ",neutral
Neither of the companies use genetically engineered soy at the moment ,neutral
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing ,negative
"The fair value change of investment properties was EUR 15.8 mn , compared to EUR 22.9 mn in the third quarter of 2009 ",negative
"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same per",negative
"The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) ",positive
The fund at fair value will increase correspondingly ,positive
"shock phase ' , consumers have once again started to plan and implement building projects ",neutral
Total value of the contract is about EUR 10mn ,neutral
Danish company FLSmidth has acknowledged that it has violated a patent held by Finnish Metso ,negative
"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards ",neutral
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data ",neutral
"Exports make up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta ",neutral
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data ",neutral
"Swiss bank Credit Suisse International will act as an investor in the locomotive manufacturing plant , the Astana administration said ",neutral
Public services will also be available ,neutral
Group net sales in the third quarter of 2007 totaled EUR 142.3 mn and operating profit EUR 4.3 mn ,neutral
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates ",positive
Sales in Finland rose by 3.9 % and international growth was 0.7 % ,positive
It is now the leading private road ambulance service company in Finland ,positive
"So far Norwegian Norske Skog has reduced the staff levels by 1,000 people and plans to reduce production by 200,000 tons in 2008 , while Finnish-Swedish Stora Enso is to cut staff by 1,700 people and production by 500,000 tons ",negative
Sales by Seppala diminished by 6 per cent ,negative
The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) ,neutral
No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video ,neutral
"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings ",neutral
The new activity will incur an investment of about 5 MEUR ,neutral
"We warmly welcome him to Satama '' , states Jussi Lansio , chairman of the Board ",positive
"In addition to fireplace exports , demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year ",positive
Sales of clothing developed best ,positive
"The company said Offshore segment represented 43 % of the total marine engines orders for the July-September 2010 period , Merchant 33 % , Special vessels 18 % , and Cruise and Ferry , and Ship Design -- 2 % and 3 % , respectively ",neutral
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 ,negative
"On Dec. 1 , Grimaldi acquired 1.5 million shares and a 50.1-percent stake in Finnlines ",neutral
"It is Estonia 's second-largest meat processing company by market share ( according to AC Nielsen 's 2008 data , 13 percent ) ",neutral
L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 ,neutral
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn ",negative
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan ",negative
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier ",negative
"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said ",positive
"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday ",neutral
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 ",positive
Alma Media expects its net sales to increase as forecast previously ,positive
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo ",neutral
"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia ",positive
The net sales decreased to EUR 49.8 million from EUR 59.9 million ,negative
The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO ,neutral
The total need for staff cuts corresponds to about 300 man-years ,negative
"ADP News - Feb 13 , 2009 - Finnish retailer Kesko Oyj HEL : KESBV said today its total sales , excluding value added tax VAT , stood at EUR 661.3 million USD 853.1 m in January 2009 , down 15.2 % year-on-ye",negative
"Last year , the firm also acquired Realprojekti Oy , a real estate development company , to advise CapMan on its property activities ",neutral
Sanoma News ' advertising sales decreased by 22 % during the year ,negative
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier ,positive
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data ",neutral
Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) ,neutral
He believes that the soy-oats have a good chance of entering the UK market ,positive
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier ",positive
No service pricing details were disclosed ,neutral
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights ,neutral
"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business ",neutral
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion ",negative
Net sales dropped by 6 % year-on-year to EUR 11.9 million ,negative
"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 ",positive
"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide ",positive
A total of $ 78 million will be invested in the project ,neutral
Among the biggest Christmas sellers were a  35 satin bow shift dress styled on outfits worn by Victoria Beckham and a  75 Paris Hilton Prom dress ,neutral
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management ,positive
"SRV will raise its holding in the company so that by the summer of 2008 , it will have a majority ",positive
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout ,positive
The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products ,positive
"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products ",neutral
"Tiimari 's registered share capital is 16,474,755 shares as per today ",neutral
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year ,negative
Talvivaara also maintains its assumption of turning cash flow positive before the year end ,positive
